longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,distance_to_coast,distance_to_la,distance_to_sandiego,distance_to_sanjose,distance_to_sanfrancisco,median_house_value
-118.29,34.36,34.0,503.0,99.0,275.0,68.0,4.5491,42975.4373916471,34485.949502866,210651.555445114,463525.279089166,531540.671292661,4
-117.06,32.79,17.0,2524.0,332.0,771.0,317.0,8.7604,16212.7048614896,178230.95844873,12552.1059918173,669828.258603063,737838.992087493,4
-121.44,38.49,31.0,4297.0,788.0,2083.0,771.0,3.3878,47974.3409743841,570519.602988684,749375.256653954,134387.231579542,117712.822463284,1
-122.34,37.93,30.0,2515.0,481.0,1327.0,428.0,2.1287,2439.95044215237,567089.94866167,745988.854699294,76937.6687044278,19111.7537849022,0
-118.24,33.95,36.0,2316.0,543.0,1938.0,507.0,1.25,17414.5154493916,11373.082050521,169946.175009474,500588.104871191,568595.880547174,0
-118.38,34.08,52.0,1479.0,360.0,652.0,346.0,2.945,13552.7866767271,12930.5378330977,189249.26805877,481218.413725825,549224.362687456,4
-118.31,33.86,29.0,2243.0,361.0,1051.0,352.0,6.6632,7663.30716023482,22233.4616706892,166110.309559005,504187.523516664,572138.952060177,4
-117.78,33.71,16.0,2207.0,291.0,1081.0,308.0,7.3518,18831.9815527461,57274.3806489515,124650.953866343,548575.305337233,616610.273277831,4
-118.21,34.56,12.0,2472.0,408.0,1048.0,380.0,4.7097,66189.1174260216,56545.591551203,226896.632779486,452875.030332795,520759.612540939,3
-122.02,37.55,33.0,1325.0,274.0,909.0,267.0,4.5687,7617.64060366952,516864.168725433,695604.832155826,26356.1591452663,43943.0756566863,2
-122.08,37.03,36.0,4682.0,899.0,2143.0,832.0,4.5096,8644.80996080476,479619.2247767,656677.912731123,37791.1965039096,88354.1638305215,2
-122.47,37.99,22.0,7274.0,1002.0,2468.0,957.0,7.494,4602.83287728121,579673.046536321,758482.822535633,88747.4692841384,24260.1840855038,4
-122.12,38.01,50.0,1300.0,263.0,691.0,239.0,3.9519,5281.13252099433,561278.543728349,740516.319942903,77617.7923684801,37881.555617889,1
-119.8,34.43,22.0,2845.0,500.0,1456.0,454.0,5.6604,5285.92996644539,149097.675461588,309990.141638692,374049.71559759,440568.423781222,3
-118.03,33.84,28.0,3857.0,857.0,2328.0,830.0,4.0156,13909.1959923224,30748.1533964294,148836.204586048,522479.472042962,590505.962920157,2
-122.25,37.49,40.0,2709.0,521.0,1156.0,510.0,4.6366,7521.16097115629,525974.185805763,704122.705055419,35905.5655274421,35382.8133266494,4
-117.73,34.09,36.0,1543.0,297.0,1355.0,303.0,3.5313,52146.4940360369,47500.0007143057,161678.500854132,520949.031647219,588881.893492965,1
-117.12,32.66,52.0,16.0,4.0,8.0,3.0,1.125,2026.18519972447,186699.50734555,7293.46136957491,677503.802977544,745467.281433154,0
-117.26,32.83,24.0,1663.0,199.0,578.0,187.0,10.7721,2824.02157149431,163708.522353928,15714.8084123961,654563.638826224,722534.249175144,4
-120.87,41.54,21.0,1091.0,208.0,660.0,188.0,2.2321,266792.762494099,863863.861301854,1034553.79083122,475693.287740858,439552.920427428,0
-117.89,33.92,34.0,1473.0,312.0,1025.0,315.0,3.8333,28171.6712396796,35771.2424113887,150060.80000127,524421.443487538,592451.585115358,2
-117.81,33.67,24.0,3930.0,661.0,1831.0,616.0,6.3767,14296.3735551702,58395.1475272261,122086.076698236,550086.144806106,618117.350752402,3
-117.16,32.78,24.0,3566.0,765.0,1697.0,722.0,3.6375,10479.7706666597,173574.328573944,7146.55383083448,664759.978128506,732745.692347581,2
-121.92,36.56,39.0,2144.0,538.0,749.0,419.0,2.7039,1380.13795771866,434730.584440355,609975.438226642,86262.746189967,142386.794661784,4
-122.21,37.8,50.0,2833.0,605.0,1260.0,552.0,2.8929,7632.42688548035,548706.651809434,727585.951536702,58723.197476336,19661.0305937595,3
-118.18,33.88,44.0,1308.0,267.0,783.0,237.0,4.7361,14476.1145385235,20031.9098936567,160395.788294209,510107.774067781,578112.597737834,2
-118.31,33.83,27.0,2880.0,802.0,2083.0,727.0,2.9619,8283.2999503968,25457.3971192544,163581.313484921,506786.393843507,574724.131443977,3
-117.05,32.95,17.0,3039.0,555.0,1297.0,552.0,3.9531,19913.1541167786,165139.502401764,28040.5797499691,656839.472393737,724871.700576222,2
-117.37,33.22,35.0,2204.0,482.0,1435.0,462.0,3.676,12352.3603686557,122904.712344738,59362.0899265957,614639.162326236,682667.848009458,1
-122.5,37.88,28.0,5448.0,1089.0,2100.0,1023.0,4.7475,5483.57796563834,572474.943327717,751037.468314472,80776.1152529851,13244.2226011851,4
-116.95,32.76,13.0,5543.0,857.0,2074.0,737.0,4.9528,21432.4209116016,187258.318047266,20347.6465016503,678982.422459292,747005.71891023,3
-122.7,38.33,26.0,1584.0,295.0,846.0,295.0,3.375,23459.4013273158,621260.259546719,800262.163478602,131344.423702869,66152.7317506827,1
-117.79,33.75,26.0,2955.0,377.0,1074.0,373.0,9.3845,20858.7780466596,53690.0604182907,129025.27359392,544637.627563672,612672.630256498,4
-118.14,33.84,44.0,3043.0,619.0,1316.0,607.0,4.4286,10136.0407775441,25463.8004185888,154624.05019769,515889.058153488,583893.708381245,3
-117.53,33.92,12.0,2290.0,319.0,728.0,228.0,6.1561,48696.5765732007,67424.1274988826,138225.552862001,547352.249061881,615286.390515953,3
-123.37,39.43,32.0,2780.0,470.0,1281.0,479.0,3.588,36253.5119941843,752178.523047166,931539.205532473,266101.925951449,201397.220759182,0
-119.7,34.42,41.0,725.0,239.0,582.0,214.0,3.1667,2565.1421288145,139980.719085754,302050.849212498,379623.916230136,446386.411596405,4
-117.7,34.07,33.0,1552.0,288.0,1326.0,303.0,3.7969,52243.1978613649,50122.0859665442,158680.317916791,524475.108268357,592405.302612411,1
-118.14,34.01,42.0,1973.0,510.0,1841.0,502.0,2.5326,28795.7058728255,10646.2988895179,170222.92544188,501565.638494287,569599.043000678,1
-121.83,37.27,8.0,4454.0,1058.0,2595.0,1027.0,4.5615,31432.1380346117,482612.493129163,661113.007545271,9170.16102966383,77151.7338839412,3
-119.81,34.46,22.0,3488.0,452.0,1479.0,458.0,7.1687,6656.99309380335,150923.540902455,312744.609652627,370698.222675797,437249.176605776,4
-121.67,40.87,31.0,1581.0,299.0,776.0,287.0,2.9063,207244.544767167,816005.034616207,991246.606790816,393491.142606334,350431.300480776,0
-117.73,34.07,33.0,1025.0,261.0,854.0,269.0,2.2596,50423.4999231192,47360.8157478358,159580.265527127,522524.876233595,590467.994787194,1
-118.31,34.09,36.0,787.0,420.0,1506.0,360.0,1.2412,19797.1651671896,7412.50159015457,186344.658024317,484562.184322182,552585.809004978,3
-118.15,34.14,27.0,1499.0,426.0,755.0,414.0,3.875,35526.5944932523,13025.0759069358,183036.664256204,490199.322348499,558231.101861065,3
-121.43,38.66,35.0,1814.0,367.0,1076.0,372.0,2.7179,66289.3777018788,586350.786055738,764958.497577845,152765.612572333,131750.244917274,0
-122.04,37.5,17.0,407.0,97.0,307.0,100.0,3.1696,3616.70996819749,513966.660141876,692570.793014822,22430.658741363,45991.8643196804,1
-118.02,33.92,34.0,2169.0,418.0,1169.0,406.0,3.2222,22697.0822798124,25328.5045496795,155885.380164876,516393.712589971,584428.2740435,3
-121.16,39.18,14.0,1006.0,187.0,462.0,185.0,3.1042,128415.18010901,626680.72017562,803662.014667441,214853.326364676,191541.713062287,1
-121.36,38.02,5.0,2229.0,543.0,1010.0,474.0,4.1719,15020.8744598085,522574.029015232,701817.863925681,89409.039962064,97900.981939606,2
-119.62,36.58,13.0,1788.0,405.0,1652.0,411.0,2.6858,172452.680126942,307555.64783714,484948.789298735,218732.515668288,282228.156640174,0
-117.82,33.79,26.0,2641.0,633.0,3657.0,617.0,4.1339,22543.3242767465,48770.2868219734,134249.01643234,539474.177524125,607508.901954289,3
-121.07,39.13,8.0,4839.0,832.0,1977.0,762.0,4.0848,125818.633021444,618347.781565672,795138.296743437,212092.553333768,191795.847138758,1
-117.77,33.55,28.0,2024.0,297.0,617.0,274.0,6.7861,2142.63684006548,70953.5677780724,108720.571568539,562615.982445836,630636.437683354,4
-117.12,32.8,29.0,2863.0,534.0,1392.0,522.0,3.8719,13817.762653955,173959.258988445,10126.8678519114,665401.064515867,733401.485813797,2
-120.72,38.42,17.0,5654.0,1085.0,2237.0,953.0,3.0465,81155.7860971697,533985.582800766,711132.237326873,158560.482135162,166084.488307338,1
-122.14,37.67,37.0,3342.0,,1635.0,557.0,4.7933,5095.28001839261,533847.377639668,712611.979228464,43107.4248574362,28108.3732297522,2
-122.42,37.75,52.0,1564.0,396.0,1162.0,374.0,3.0,2795.63171648935,557149.897150266,735583.105659788,65445.6378843475,2844.54587897773,3
-118.16,33.8,9.0,3564.0,835.0,1530.0,807.0,5.1806,5486.68560491973,29090.5826285178,152191.073518289,518122.316000541,586109.07627282,2
-122.55,38.01,27.0,3966.0,577.0,1657.0,611.0,6.3314,7917.47570741753,586043.810036161,764768.144999515,94703.2457572102,28236.6226060227,4
-117.8,33.72,16.0,2617.0,506.0,1317.0,511.0,4.821,17963.0490083346,55155.407195125,126500.052568731,546516.634509983,614551.401220734,2
-118.32,34.2,36.0,759.0,136.0,372.0,135.0,4.9886,26575.0911912164,17869.4234315607,196967.276638599,474763.209833271,542797.794015783,4
-118.34,33.95,33.0,1923.0,459.0,1412.0,361.0,5.4359,11307.8308634068,14424.4771259522,175585.285459817,494681.573680159,562657.559127698,2
-118.51,34.43,15.0,8510.0,1258.0,3733.0,1233.0,6.1082,44673.4921486425,48618.4545898665,227925.105559214,444083.599796796,512118.022932096,3
-118.42,34.27,37.0,1024.0,246.0,1371.0,239.0,3.225,29188.8175188938,29146.4474530725,208555.168998939,462837.714303549,530871.002602857,1
-121.18,39.23,8.0,2112.0,360.0,782.0,344.0,3.7125,133184.043358283,632442.387042705,809384.370237501,219659.586674285,195107.660695464,2
-118.07,33.99,41.0,1204.0,252.0,1002.0,248.0,3.0577,27931.2822729504,17438.7958894731,164932.420568557,507513.208924156,575548.300022441,2
-122.09,37.21,15.0,1969.0,332.0,822.0,324.0,7.8774,25228.7125359441,494001.403463374,671702.868105382,22325.9620682618,69565.2337118546,4
-118.18,34.05,41.0,616.0,196.0,814.0,180.0,3.3333,28986.5796655143,5872.32875618558,175956.915429013,495791.816656893,563825.384797325,1
-116.35,34.13,9.0,1969.0,406.0,805.0,349.0,1.5491,138897.371507993,174592.998083766,174344.145041041,614116.238572609,680783.902830409,0
-117.68,34.14,4.0,4791.0,695.0,1871.0,659.0,6.9532,59363.085680489,52813.5200897874,165529.576912706,520315.897175975,588194.54125426,3
-118.09,33.99,35.0,2787.0,639.0,1923.0,614.0,3.5757,27426.7352916893,15763.8818501301,165890.8208023,506286.528397722,574321.248633065,2
-117.63,33.47,4.0,2320.0,405.0,1408.0,477.0,6.3369,16553.6829336541,86080.1054265474,94564.0285311692,577815.093375105,645843.521308218,3
-118.22,34.67,28.0,2357.0,408.0,1162.0,384.0,4.3636,77178.6837493871,68726.7226566464,238362.01378432,443792.756059302,511590.334345078,2
-118.22,33.92,23.0,926.0,409.0,1856.0,408.0,2.1366,17377.4242091,14865.1101309095,166167.288630608,504327.621818635,572332.63559568,0
-118.37,34.24,40.0,1283.0,246.0,594.0,236.0,4.1121,27747.8348889585,23896.4349900983,203216.342585999,468383.985740695,536418.28898492,3
-118.3,34.05,42.0,1476.0,610.0,1605.0,545.0,1.721,19344.3096016816,5194.39203891758,182189.100927976,488534.571260057,556552.259219439,3
-117.88,33.72,38.0,1421.0,300.0,1236.0,263.0,3.9844,13002.8920312764,49917.6488544985,130162.255934308,541641.775265162,609671.266145326,2
-118.02,33.76,27.0,2905.0,587.0,1781.0,561.0,4.25,7000.30120315514,38497.4854900363,140939.102322891,529838.71929094,597852.505887362,3
-119.71,34.42,31.0,1643.0,499.0,1253.0,499.0,3.1563,2280.73547602952,140860.124081808,302772.765423551,379156.053277631,445893.53500407,3
-117.15,34.03,32.0,2832.0,393.0,1033.0,385.0,6.5648,80433.1830506892,100801.934363652,146143.115148325,564308.60141185,631926.564595217,3
-118.04,34.12,30.0,2170.0,318.0,984.0,309.0,5.6916,42578.6289885481,20214.3132905094,176168.433124054,498708.998240657,566728.886373529,4
-118.08,33.93,39.0,859.0,164.0,673.0,172.0,3.7143,21326.3108414648,20309.3024329922,159747.672724902,511899.802421524,579931.31590955,2
-122.4,37.72,37.0,971.0,248.0,647.0,208.0,2.1187,2493.07952440166,553523.886485676,731928.06466219,61861.2229575889,6602.20897478151,3
-118.25,34.11,43.0,2230.0,583.0,1667.0,543.0,2.8667,25749.5486313444,6449.46802538295,185066.784284633,486523.394022913,554556.584077276,3
-117.71,33.61,26.0,2280.0,550.0,669.0,502.0,2.3438,10778.7879234093,69628.142417096,111796.152721738,561200.996279019,629234.746403899,0
-119.56,36.08,37.0,766.0,189.0,639.0,190.0,1.6607,141123.303849413,255319.795377412,433995.197436928,250472.409393776,317180.531033654,0
-121.15,39.23,13.0,3883.0,763.0,1816.0,682.0,2.8102,133964.181236849,631340.483893372,808185.355476534,220415.588417278,196576.263522241,1
-122.24,40.16,19.0,2500.0,509.0,1293.0,494.0,2.035,142320.719346661,765833.693147467,943825.455386631,315509.556851264,265828.961249637,0
-117.9,33.65,30.0,1634.0,373.0,771.0,364.0,3.4125,5887.73364661004,54842.8107256419,124581.391034509,546346.674347002,614362.03590892,3
-117.86,34.02,19.0,6300.0,937.0,3671.0,943.0,5.9716,38874.6554904461,35535.8950814435,158887.283126675,518171.988903046,586177.646359736,3
-118.39,34.04,49.0,1230.0,279.0,669.0,269.0,3.9038,10999.9302443249,13549.3452150568,186286.369558256,484033.212678573,552023.712780211,4
-122.16,37.69,36.0,1480.0,278.0,796.0,283.0,4.3971,7066.85474358888,536676.898942143,715445.401013484,45918.1546852432,25620.4589275811,2
-119.69,34.43,37.0,2801.0,497.0,1150.0,476.0,5.8311,3988.4144499625,139425.215613426,302019.877619704,379139.020815179,445944.630194084,4
-122.14,37.38,26.0,2859.0,343.0,951.0,336.0,10.4277,11580.8750729129,510446.832034951,688545.04529456,22382.8316991107,50774.9471589467,4
-121.06,37.45,33.0,1401.0,299.0,915.0,282.0,3.4464,78822.4136163224,455282.911406213,634661.947732418,74685.8724076274,126045.847524401,2
-117.29,33.19,18.0,6235.0,1233.0,4127.0,1162.0,3.0704,10356.6996777785,130344.384153461,54090.0909445388,622024.865941365,690057.562638113,1
-118.52,34.02,24.0,7418.0,1755.0,2713.0,1577.0,5.0867,1304.57260126326,25712.4355628778,192240.804153506,478185.152190198,546109.762989641,4
-120.89,37.52,42.0,1200.0,221.0,647.0,192.0,2.5402,81658.1712770566,453449.914507942,632636.366460547,90914.505124944,138605.88361804,2
-120.69,35.62,35.0,3451.0,713.0,1550.0,653.0,2.9167,28801.2166562931,283247.677827431,457858.861343221,218984.062524396,285410.758876019,2
-119.41,36.35,20.0,1743.0,340.0,1390.0,336.0,2.2222,169066.618012654,276598.119856503,453551.078029828,246626.395003519,311327.109909588,0
-121.86,36.6,21.0,3634.0,1011.0,1985.0,917.0,2.9085,6072.02309972409,433400.026703421,609143.697658307,81834.2655648241,140005.6931925,1
-122.01,37.39,16.0,3015.0,829.0,1769.0,807.0,4.0068,11174.9294917082,503243.192453837,681656.230293783,11984.2815053985,56578.7019719021,3
-118.42,34.03,44.0,629.0,131.0,326.0,156.0,4.5278,8067.3482421428,16432.9271860152,187140.013242346,483126.052901305,551101.983687043,4
-117.13,34.06,4.0,3078.0,510.0,1341.0,486.0,4.9688,84056.6752737626,102599.866649389,149503.196645517,563458.132326059,631027.956860995,2
-122.15,37.76,39.0,1823.0,286.0,763.0,270.0,6.0749,7070.68747775061,541877.795441562,720779.957949695,52359.2730495272,24774.8938608551,2
-121.37,38.69,35.0,1851.0,327.0,1007.0,286.0,3.2361,70981.8562964711,586662.123412059,765105.518847081,157430.638258755,137722.359099251,0
-120.87,37.76,16.0,1174.0,249.0,601.0,242.0,1.7143,66244.226698439,475264.692415195,654119.381918515,101795.980202834,137245.961201438,1
-122.26,37.45,17.0,2742.0,441.0,986.0,421.0,5.9285,10088.144572018,523439.494372273,701454.584650095,34830.7597992427,39056.3122901089,4
-118.94,36.32,10.0,2271.0,398.0,986.0,358.0,4.0703,202670.765813845,259980.155580085,432622.965159832,286044.725754088,349458.128412538,1
-117.11,33.23,13.0,5819.0,919.0,2228.0,866.0,4.9335,24222.5950751163,139185.610283692,57381.7829242816,629802.685572554,697830.04156074,4
-118.47,34.14,36.0,2873.0,420.0,850.0,379.0,8.153,14036.5070814854,23011.2239433648,199584.581481126,470777.373896667,538774.888534888,4
-121.4,39.33,15.0,2655.0,493.0,1200.0,432.0,3.5179,139933.692661572,650731.24773482,828133.395444019,225910.101321599,194879.13937706,1
-122.56,37.9,48.0,1550.0,253.0,641.0,276.0,8.634,3579.43568640307,577708.006304926,756206.577446474,85972.1433411344,18003.4933020614,4
-117.13,32.92,16.0,1580.0,241.0,917.0,261.0,4.7266,12587.5984854474,162839.430041776,22898.1427936641,654542.100772288,722562.744672987,2
-120.95,37.73,12.0,3609.0,712.0,2650.0,742.0,2.8565,62146.4535899331,476043.550357974,655076.828928578,94015.9071869318,130323.512947748,0
-117.24,32.75,36.0,2831.0,669.0,1279.0,660.0,2.9896,6881.50885739009,172184.801409639,8306.60171138702,662683.036185302,730634.831787834,3
-121.95,37.28,19.0,7027.0,1847.0,3759.0,1753.0,3.1509,24483.2949451266,490747.891599925,669010.807793677,7965.37911501612,69414.569382151,3
-117.67,34.09,17.0,4418.0,1256.0,2417.0,1094.0,2.7266,55750.7279719935,53007.0453546823,159946.066806568,524866.970412949,592771.88532088,0
-121.43,38.54,43.0,2084.0,417.0,912.0,410.0,2.9769,53510.5326201247,574842.229074622,753616.524466783,139955.995106394,122146.098959723,0
-118.95,35.36,30.0,2294.0,508.0,1753.0,482.0,2.1078,120629.730511897,159104.679372845,337063.814779888,343077.395039141,410687.134859419,0
-117.27,33.15,4.0,23915.0,4135.0,10877.0,3958.0,4.6357,7179.83481116765,134894.503787489,49346.1492790964,626607.816519584,694639.023536898,3
-121.49,38.49,26.0,4629.0,832.0,2902.0,816.0,2.735,46680.763633004,572780.645460871,751713.078515676,133156.109295111,114530.005773112,0
-120.82,37.05,15.0,1385.0,288.0,775.0,255.0,1.933,90484.5865478518,406696.485991914,586106.14712506,100207.39934633,163498.458726994,1
-118.25,33.93,27.0,581.0,135.0,647.0,131.0,3.2917,15417.3273258818,13604.3834189755,168717.741350601,501695.880405915,569695.372707367,0
-117.93,33.65,35.0,2133.0,413.0,1473.0,402.0,4.4211,3948.30575450962,53287.5165951772,126143.800742911,544555.418751395,612564.308471844,3
-118.28,34.07,41.0,1072.0,331.0,1111.0,314.0,1.9233,21647.4516508401,3885.13121666579,182936.991599053,488051.787177916,556076.880894627,2
-118.41,34.04,52.0,1907.0,261.0,681.0,249.0,10.9805,9215.32994295447,15383.8387886439,187429.537989577,482855.624287636,550839.111908215,4
-118.96,34.18,16.0,3137.0,462.0,1384.0,436.0,6.1306,18522.4314793204,67455.958535735,233157.046015796,439438.451644053,507132.841963112,3
-121.32,38.89,9.0,5927.0,1269.0,3369.0,1176.0,2.8194,93497.1101583047,604083.653369309,782079.77180742,179976.759961971,157464.035289922,1
-118.17,34.18,44.0,1401.0,246.0,607.0,271.0,2.8472,35851.0010788895,15743.0881790069,187805.664691348,485679.056521088,553708.355499903,3
-119.64,36.36,13.0,2360.0,340.0,1055.0,312.0,5.2134,153885.150105348,286248.412139159,464454.782819191,227930.901995461,293330.865997651,0
-122.18,37.7,35.0,2562.0,554.0,1398.0,525.0,3.3906,5145.83116875095,538683.650761052,717437.940066918,47785.8036807949,23579.2417731338,2
-117.63,33.63,6.0,3068.0,549.0,985.0,536.0,4.2009,17866.8456916081,73598.0378828706,110633.101139878,564453.351696408,632487.455102537,3
-119.18,34.16,30.0,2053.0,368.0,1496.0,391.0,3.6546,5158.04865699743,87034.710604143,246738.661084722,429628.37169243,497015.016995147,2
-116.57,33.64,10.0,489.0,82.0,183.0,74.0,6.2702,91634.8186141468,161218.364013866,116569.438880968,633138.089911885,700706.697872958,4
-117.29,34.14,45.0,1598.0,314.0,771.0,319.0,2.5417,81201.9919316803,88355.711852859,158822.084230415,546543.432750568,614156.639149348,0
-118.11,33.9,36.0,1347.0,278.0,748.0,278.0,5.1423,17282.0959529604,20940.4813407887,158480.393317156,512603.006996716,580626.920356793,2
-117.07,33.13,33.0,555.0,165.0,612.0,176.0,2.1786,23414.9907348229,149445.711799257,46842.0472901866,640558.586136165,708591.463611235,1
-118.0,33.74,25.0,2767.0,346.0,1148.0,372.0,6.394,7704.99188384644,41367.3856943182,138058.059533819,532730.810887895,600744.503232349,4
-122.02,37.6,36.0,1633.0,345.0,1382.0,338.0,3.694,11102.4875262699,520988.00360526,699820.091018677,31475.5926088001,41037.7581684719,2
-118.28,34.08,39.0,3162.0,896.0,1934.0,818.0,2.875,21972.9288509315,4552.18570849864,183849.969668308,487211.828323384,555238.493527492,3
-118.34,33.93,36.0,1528.0,486.0,1824.0,470.0,2.2679,9352.31040766701,16235.5295836853,173860.557435908,496401.132734023,564369.271276907,1
-122.02,36.98,21.0,607.0,155.0,226.0,136.0,1.9063,12865.9172768353,471934.906052024,648978.056729029,41097.9340435875,95473.0988986252,2
-118.32,33.91,35.0,881.0,159.0,605.0,170.0,3.6654,8855.39714603445,17310.5966058265,170970.734107233,499290.924502665,567259.1356388,2
-116.97,32.83,23.0,149.0,32.0,101.0,34.0,2.6458,25478.5586954711,180099.705850401,21922.9468098896,671833.940382484,739862.822010163,1
-118.16,33.89,38.0,483.0,113.0,389.0,108.0,2.1859,15492.3763243362,19620.9546021763,160207.343598096,510449.636708862,578461.897053207,1
-118.49,34.01,28.0,651.0,252.0,333.0,174.0,1.9722,1704.00070401922,23179.0944480662,189582.988552083,480781.20699538,548716.557001596,4
-117.09,32.72,39.0,1273.0,246.0,770.0,242.0,2.0938,9039.5613863088,182803.181417613,6667.28149310675,674065.561268261,742054.410655612,0
-117.65,34.02,9.0,2107.0,411.0,1138.0,389.0,4.4042,51735.5403361236,54822.4737421429,151967.791373401,531664.639000907,599599.118922828,2
-123.01,38.48,37.0,1179.0,282.0,354.0,176.0,1.3712,10262.1473876294,651713.957389524,830545.389637989,160618.743181455,93410.6790382,1
-118.11,33.84,36.0,1074.0,188.0,496.0,196.0,4.625,11029.6888410013,26626.9790684633,152999.496663696,517675.839058696,585687.825419136,3
-118.35,34.52,14.0,3490.0,592.0,1710.0,580.0,5.9171,57702.5889673133,52922.284745845,228840.114997743,446899.660281425,514877.004858285,4
-119.78,36.78,31.0,2164.0,456.0,959.0,463.0,2.3293,178070.689479583,333724.484053321,511300.949718131,197409.132493688,259304.563803317,0
-118.62,34.18,25.0,3124.0,468.0,1241.0,439.0,6.4044,16239.3856727969,37443.0605385411,211728.554659503,458555.00760862,526508.8618912,4
-119.17,34.31,21.0,259.0,38.0,142.0,45.0,5.2681,10709.8964611729,89900.8021329595,257113.958493869,416427.73328441,484010.24852748,4
-120.92,37.59,26.0,1705.0,279.0,642.0,236.0,2.6591,74235.4484420778,461437.895547118,640589.69267122,90422.8488076914,134558.772002225,2
-121.88,37.27,27.0,2019.0,335.0,1020.0,351.0,5.8178,28630.5019647228,485653.916466581,664047.38316743,7371.66444806732,74190.1492308365,3
-122.05,37.36,34.0,2400.0,419.0,1017.0,384.0,4.1369,13275.2537127921,503290.065310596,681539.986728835,14141.0971580626,56993.8345805526,4
-123.17,39.18,14.0,2240.0,327.0,1030.0,308.0,5.9585,48007.3517047978,719747.93024173,899085.585498176,233441.520104735,169049.01638859,3
-122.12,37.12,51.0,2419.0,485.0,1078.0,435.0,2.7933,14874.2928716911,489022.523064012,666315.598848375,31271.7822411899,77737.7025626594,2
-121.21,37.8,33.0,1862.0,429.0,971.0,389.0,2.6053,39682.6916680866,494909.001608825,674185.934359,79321.5721650532,107361.809017162,0
-117.11,32.67,43.0,515.0,146.0,445.0,140.0,1.6094,3456.40367185172,186298.433958809,6979.85299684033,677219.184454518,745188.802695885,0
-117.25,32.99,10.0,4926.0,749.0,1478.0,634.0,7.472,5813.50155330278,149786.022682557,31607.4850902049,641385.866090214,709398.201522835,4
-122.84,38.42,29.0,2756.0,551.0,1381.0,531.0,2.9625,20389.7189059208,636844.407551475,815800.345264117,146458.451184884,80245.3494187716,3
-120.79,37.08,9.0,97.0,20.0,91.0,22.0,2.9063,93902.8788978018,407872.142590159,587272.126285705,101731.40774166,164190.529916646,0
-118.28,33.99,46.0,1211.0,321.0,1153.0,282.0,1.7849,17975.0364263133,7687.1372745488,175715.708783012,494810.009814026,562818.021407175,0
-120.26,39.32,24.0,6012.0,1227.0,780.0,358.0,3.0043,178373.731525733,612670.829075777,785325.464412559,262640.196366077,255344.983317978,1
-118.37,33.9,35.0,1651.0,269.0,707.0,252.0,5.6482,5098.66111342396,20547.9815153461,173091.16398359,497248.560445429,565190.237278545,4
-117.24,32.74,44.0,1686.0,285.0,712.0,298.0,4.0268,7827.95502761858,173123.808045815,7859.33595815727,663554.763201865,731503.1708199,4
-118.15,33.76,36.0,2916.0,785.0,1183.0,749.0,3.5985,1512.43597466731,33625.5203344711,148126.555782562,522143.426991427,590119.825647649,4
-117.16,32.81,35.0,1213.0,200.0,532.0,181.0,3.6806,10354.0965428228,170856.389816271,10482.1713582428,662172.436272826,730165.704523088,2
-117.34,34.08,35.0,1380.0,248.0,730.0,264.0,3.2305,73096.3493085968,83297.8747879759,152605.663583119,547624.811197641,615336.370178172,0
-122.2,37.76,37.0,2680.0,736.0,1925.0,667.0,1.4097,3672.65092368411,544808.982820569,723637.288953455,54411.8221897618,20390.3866964064,0
-119.55,36.52,31.0,1986.0,417.0,1042.0,422.0,3.0294,171963.233575888,298914.637111566,476115.104671014,227142.927594138,290941.458881578,0
-122.19,37.82,32.0,1835.0,264.0,635.0,263.0,8.317,9879.4582441999,549201.907411448,728140.328440663,59896.0076848091,21810.5181988391,4
-122.41,37.6,26.0,2754.0,402.0,1128.0,395.0,6.3719,7152.97080241289,544590.740288695,722678.504916746,54284.4169230444,19435.3659869715,4
-122.92,38.97,20.0,2067.0,384.0,904.0,333.0,2.9934,54624.7038866842,688020.712326237,867371.870425478,202719.751090503,139648.824892027,1
-121.27,37.79,16.0,1853.0,390.0,1013.0,362.0,2.7083,37093.00996656,496921.726200986,676251.628904867,74632.2051585772,102072.76340969,2
-122.68,38.98,27.0,2300.0,508.0,526.0,254.0,2.1838,70339.6248950046,676117.416186332,855526.518773129,195377.106145463,135845.08845458,1
-117.74,34.1,26.0,2723.0,604.0,1847.0,498.0,2.6779,52464.1209765203,46693.2564456084,163032.420861845,519511.592173193,587443.576935318,1
-118.03,33.83,34.0,3203.0,653.0,2072.0,691.0,4.225,12867.263600439,31610.341736474,147906.028059381,523321.240113841,591346.253219191,2
-118.35,34.05,46.0,2149.0,451.0,905.0,443.0,2.8841,14843.7846954379,9798.05846519325,184922.006147603,485549.993328136,553555.744942412,4
-116.91,32.83,16.0,5203.0,,2515.0,862.0,4.105,29269.2327635122,183800.499183217,26693.2098644556,675480.369415006,743513.570027236,2
-121.85,39.74,39.0,1139.0,265.0,623.0,264.0,2.2833,166011.766380807,708941.652246393,886756.873983166,267396.604184504,224346.26453568,0
-116.95,33.75,19.0,2238.0,573.0,1190.0,507.0,2.0714,69675.8147254495,124035.048758635,116668.58837159,598966.339052655,666700.502921692,0
-122.03,37.37,9.0,2966.0,770.0,1430.0,740.0,3.0047,12559.3007220973,502859.905551906,681180.173961893,12700.9388182399,57171.5198036487,3
